,alginate,,alg+Ac,,AC,,a1,a2,a3,a4,a5,a6,a7,a8
1228,67.854877,,69.710832,,58.735284,,66.732225,58.391933,56.808342,69.310114,66.508722,61.032489,39.381083,32.398177
1226,67.836942,,69.693368,,58.697327,,66.743207,58.349321,56.71749,69.295103,66.489245,60.991029,39.388614,32.05969
1224,67.808172,,69.682347,,58.664428,,66.759001,58.282131,56.661651,69.286473,66.460334,60.93431,39.38333,31.843704
1222,67.771666,,69.679374,,58.636581,,66.773178,58.191992,56.648752,69.28422,66.425124,60.865382,39.358835,31.786295
1220,67.727426,,69.686054,,58.612103,,66.788952,58.082174,56.680355,69.291527,66.380479,60.787298,39.315139,31.895138
1218,67.680098,,69.699163,,58.589312,,66.801504,57.957584,56.74849,69.305201,66.332666,60.704637,39.249051,32.152554
1216,67.628134,,69.720305,,58.568207,,66.814047,57.821496,56.854722,69.325237,66.278552,60.618923,39.160582,32.552204
1214,67.576178,,69.747868,,58.548785,,66.823372,57.677182,56.976794,69.35004,66.224403,60.528632,39.049745,33.003716
1212,67.52423,,69.780239,,58.52937,,66.831085,57.524641,57.114695,69.376422,66.167085,60.436815,38.916551,33.492843
1210,67.475385,,69.814202,,58.509962,,66.838791,57.360591,57.2446,69.399604,66.106596,60.338894,38.762612,33.91884
1208,67.429642,,69.849755,,58.49056,,66.846491,57.185027,57.366514,69.41959,66.04607,60.23487,38.589536,34.282012
1206,67.385452,,69.880471,,58.472838,,66.854184,56.984832,57.464571,69.431608,65.982373,60.117113,38.394138,34.557603
1204,67.339723,,69.906352,,58.456794,,66.860267,56.758356,57.538785,69.437253,65.912368,59.987148,38.179625,34.757157
1202,67.28936,,69.922583,,58.4441,,66.864742,56.492472,57.587584,69.433349,65.836056,59.838873,37.942811,34.900467
1200,67.235912,,69.927564,,58.431407,,66.866006,56.188808,57.606225,69.416721,65.753436,59.673813,37.683707,34.985035
1198,67.176286,,69.916487,,58.418716,,66.857654,55.84571,57.596313,69.384198,65.66294,59.490443,37.403924,35.030511
1196,67.110484,,69.892571,,58.402685,,66.839692,55.466445,57.559448,69.33738,65.566135,59.293341,37.101874,35.039844
1194,67.040053,,69.852614,,58.383317,,66.80412,55.060846,57.495648,69.273097,65.464587,59.087085,36.77757,35.029755
1192,66.964996,,69.799835,,58.358947,,66.754151,54.635466,57.409684,69.192949,65.359863,58.874726,36.43262,35.000337
1190,66.885312,,69.735846,,58.329579,,66.689796,54.205067,57.304737,69.100125,65.256663,58.66542,36.065437,34.959929
1188,66.804095,,69.663862,,58.298557,,66.612662,53.781136,57.187155,68.997809,65.156551,58.462219,35.680824,34.905841
1186,66.722891,,69.587094,,58.262546,,66.52436,53.376805,57.060115,68.89077,65.062662,58.272751,35.278788,34.843618
1184,66.643245,,69.508752,,58.226553,,66.431295,53.00193,56.929957,68.780599,64.974993,58.098543,34.864126,34.778771
1182,66.565157,,69.430438,,58.188912,,66.33347,52.663087,56.801431,68.67206,64.896677,57.945697,34.43844,34.714042
1180,66.490173,,69.356961,,58.152957,,66.238883,52.365213,56.679286,68.568325,64.829278,57.812688,34.009711,34.65761
1178,66.421381,,69.286716,,58.118685,,66.147532,52.113249,56.566684,68.470978,64.771229,57.699516,33.581131,34.614876
1176,66.35878,,69.226107,,58.086096,,66.064208,51.898999,56.466782,68.383186,64.722529,57.607705,33.159079,34.583058
1174,66.307004,,69.171925,,58.053522,,65.992103,51.727403,56.381157,68.304944,64.68474,57.53573,32.746739,34.564815
1172,66.264505,,69.12737,,58.022628,,65.934404,51.585334,56.306635,68.239417,64.656297,57.482064,32.352076,34.557372
1170,66.235915,,69.092435,,57.990086,,65.892698,51.472802,56.246373,68.18501,64.637196,57.443656,31.973487,34.563382
1168,66.218141,,69.065513,,57.960884,,65.863782,51.373387,56.1972,68.141717,64.624303,57.412877,31.620525,34.577378
1166,66.215814,,69.046601,,57.933358,,65.847646,51.287095,56.15753,68.107946,64.617617,57.389726,31.291583,34.596627
1164,66.225842,,69.034093,,57.909167,,65.839495,51.204069,56.122614,68.080523,64.612438,57.365049,30.991427,34.613031
1162,66.246678,,69.026385,,57.891628,,65.840919,51.11938,56.09245,68.061028,64.610329,57.335793,30.71845,34.62929
1160,66.273685,,69.021876,,57.875754,,65.845529,51.026453,56.062296,68.044704,64.605026,57.300434,30.471044,34.642721
1158,66.30532,,69.018965,,57.866522,,65.853325,50.925285,56.032152,68.033133,64.59966,57.258971,30.246013,34.650662
1156,66.333862,,69.012855,,57.858948,,65.861113,50.815873,56.000438,68.021564,64.591097,57.208354,30.03857,34.655812
1154,66.359311,,69.005146,,57.85303,,65.868895,50.694926,55.965577,68.013162,64.579337,57.150107,29.847113,34.655515
1152,66.378581,,68.99584,,57.848766,,65.873483,50.569018,55.929149,68.001596,64.565946,57.088808,29.670043,34.655126
1150,66.391674,,68.98334,,57.844499,,65.873284,50.439792,55.892734,67.98845,64.549356,57.022931,29.504171,34.651987
1148,66.397047,,68.972439,,57.83857,,65.869896,50.307247,55.857909,67.970563,64.531133,56.957054,29.3479,34.646109
1146,66.394704,,68.958346,,57.830982,,65.860134,50.174671,55.824673,67.951099,64.512842,56.891177,29.199634,34.640158
1144,66.378472,,68.944256,,57.820081,,65.845596,50.042065,55.794602,67.926899,64.49135,56.8253,29.0546,34.62884
1142,66.349899,,68.930169,,57.802563,,65.821508,49.906137,55.769273,67.899545,64.468223,56.760948,28.914385,34.614823
1140,66.307445,,68.912893,,57.781741,,65.792652,49.766888,55.747104,67.8722,64.440328,56.696595,28.771039,34.592843
1138,66.251113,,68.894025,,57.757619,,65.755848,49.625961,55.728095,67.843284,64.410797,56.633768,28.630921,34.568208
1136,66.187077,,68.871972,,57.726896,,65.712692,49.486647,55.710667,67.812798,64.379629,56.570941,28.489262,34.54093
1134,66.116881,,68.846735,,57.696188,,65.66478,49.347302,55.693244,67.782322,64.345256,56.511164,28.35083,34.511023
1132,66.04207,,68.816722,,57.662191,,65.612114,49.211217,55.67425,67.751856,64.310811,56.452913,28.214033,34.481121
1130,65.968812,,68.785123,,57.631513,,65.559469,49.076747,55.655262,67.719822,64.274726,56.396187,28.078871,34.453842
1128,65.900192,,68.753535,,57.604151,,65.508433,48.947187,55.636279,67.689377,64.238567,56.342511,27.943755,34.429172
1126,65.836209,,68.723551,,57.585051,,65.462184,48.817596,55.618875,67.660519,64.200766,56.28731,27.811862,34.407098
1124,65.779945,,68.695169,,57.574203,,65.423899,48.687976,55.603051,67.633247,64.161324,56.230582,27.678426,34.387609
1122,65.725231,,68.666796,,57.569951,,65.388804,48.551738,55.584083,67.602831,64.121804,56.170803,27.545036,34.368091
1120,65.672067,,68.636839,,57.572286,,65.35531,48.405584,55.563547,67.572424,64.079077,56.104921,27.411692,34.345949
1118,65.615829,,68.603706,,57.577908,,65.320239,48.242922,55.535151,67.538875,64.036271,56.028358,27.27998,34.313419
1116,65.553434,,68.564217,,57.586812,,65.280418,48.062098,55.4989,67.50061,63.988692,55.941117,27.146727,34.270552
1114,65.487967,,68.521557,,57.598995,,65.239024,47.871346,55.45008,67.459207,63.944163,55.846247,27.016691,34.217399
1112,65.42251,,68.475729,,57.617744,,65.196058,47.667365,55.391845,67.414669,63.899552,55.740698,26.8867,34.151431
1110,65.363227,,68.431508,,57.639763,,65.153108,47.463338,55.324198,67.370146,63.861117,55.632097,26.761511,34.077861
1108,65.308575,,68.385712,,57.669981,,65.11176,47.260914,55.247147,67.32564,63.82729,55.521971,26.639534,33.996725
1106,65.264717,,68.344702,,57.701814,,65.073599,47.069984,55.163839,67.28115,63.799636,55.414896,26.523938,33.905496
1104,65.230109,,68.305297,,57.738547,,65.037037,46.892201,55.072708,67.23825,63.776586,55.315449,26.414721,33.809347
1102,65.207829,,68.269084,,57.773603,,65.003658,46.737464,54.980039,67.195365,63.759705,55.228206,26.315046,33.710862
1100,65.193255,,68.237651,,57.808627,,64.973461,46.602482,54.887406,67.154069,63.74586,55.154693,26.223326,33.610051
1098,65.187923,,68.209407,,57.837051,,64.946443,46.49056,54.799518,67.11436,63.735052,55.097961,26.144306,33.522228
1096,65.188752,,68.187526,,57.858883,,64.921017,46.400056,54.717941,67.079383,63.728842,55.056483,26.077982,33.444784
1094,65.19266,,68.168828,,57.869209,,64.898767,46.326029,54.650519,67.049134,63.7241,55.03026,26.024345,33.390377
1092,65.198107,,68.156487,,57.871321,,64.876524,46.271783,54.595676,67.022039,63.720827,55.017766,25.984972,33.358895
1090,65.203552,,68.1505,,57.865227,,64.854288,46.235676,54.564384,67.002809,63.720583,55.017474,25.964603,33.357827
1088,65.210536,,68.152449,,57.852576,,64.833641,46.217713,54.551924,66.988298,63.721803,55.029386,25.961647,33.379436
1086,65.217518,,68.165505,,57.838288,,64.813,46.2179,54.566125,66.981644,63.724487,55.048923,25.98084,33.428662
1084,65.22296,,68.186486,,57.822366,,64.793947,46.234593,54.602269,66.981271,63.730196,55.076087,26.020589,33.497807
1082,65.229939,,68.213803,,57.809722,,64.779644,46.264496,54.65564,66.991886,63.737365,55.109351,26.080883,33.574187
1080,65.238455,,68.249035,,57.800351,,64.768507,46.305961,54.723092,67.010341,63.745993,55.147189,26.161712,33.652742
1078,65.245431,,68.287422,,57.795887,,64.763696,46.35404,54.799916,67.038202,63.756078,55.186552,26.259902,33.723424
1076,65.255483,,68.325791,,57.796324,,64.760464,46.402128,54.878274,67.070755,63.766057,55.225913,26.378606,33.78627
1074,65.265533,,68.362556,,57.801657,,64.758811,46.445272,54.953466,67.104859,63.774366,55.260695,26.513072,33.833818
1072,65.274042,,68.397718,,57.81188,,64.755576,46.475211,55.01923,67.135809,63.779444,55.287849,26.663291,33.873629
1070,65.284088,,68.424941,,57.826989,,64.7476,46.490288,55.072441,67.16047,63.781288,55.304324,26.827676,33.903249
1068,65.289517,,68.447396,,57.843712,,64.736466,46.485542,55.11467,67.175711,63.779901,55.310119,26.998321,33.922727
1066,65.29033,,68.460337,,57.866943,,64.722176,46.459315,55.142795,67.183105,63.77528,55.305235,27.176802,33.934597
1064,65.283452,,68.466935,,57.893414,,64.70631,46.411599,55.159953,67.181091,63.765866,55.288146,27.358378,33.941376
1062,65.268885,,68.464028,,57.928014,,64.687292,46.340734,55.166151,67.169675,63.753219,55.257327,27.541468,33.943088
1060,65.248169,,68.459536,,57.970732,,64.671435,46.251672,55.164524,67.153561,63.740462,55.21583,27.72765,33.94223
1058,65.224381,,68.450296,,58.024822,,64.657159,46.144405,55.15664,67.134319,63.727593,55.160604,27.916923,33.938814
1056,65.199059,,68.441056,,58.08864,,64.647618,46.023888,55.14094,67.115083,63.714613,55.096225,28.110863,33.93039
1054,65.170666,,68.430236,,58.165434,,64.642809,45.890116,55.117428,67.095851,63.70464,55.018117,28.311045,33.914519
1052,65.139202,,68.414672,,58.250305,,64.636422,45.743086,55.081421,67.07506,63.689872,54.927806,28.515888,33.888784
1050,65.100057,,68.395949,,58.33999,,64.630034,45.581138,55.03605,67.049581,63.670308,54.825291,28.722235,33.855683
1048,65.051696,,68.367745,,58.429603,,64.615767,45.410883,54.978197,67.017852,63.641269,54.71515,28.92851,33.810357
1046,64.997195,,68.333227,,58.515891,,64.593627,45.235628,54.906308,66.978315,63.602758,54.598907,29.129982,33.755309
1044,64.936555,,68.290818,,58.592355,,64.562043,45.063641,54.826638,66.929409,63.559455,54.48419,29.329806,33.697909
1042,64.872852,,68.242105,,58.660631,,64.522596,44.899888,54.742313,66.872705,63.511363,54.374049,29.524832,33.638167
1040,64.812231,,68.188669,,58.717478,,64.475291,44.7543,54.656458,66.811334,63.464718,54.277635,29.721364,33.588257
1038,64.75623,,68.136831,,58.766156,,64.42643,44.631846,54.576879,66.748423,63.419521,54.194948,29.917826,33.545704
1036,64.717135,,68.092907,,58.816416,,64.385456,44.549086,54.517613,66.69491,63.385122,54.138191,30.114219,33.522593
1034,64.694945,,68.061628,,58.866632,,64.35551,44.509343,54.47709,66.655475,63.363077,54.107362,30.313693,33.51883
1032,64.697334,,68.049299,,58.926537,,64.347596,44.522564,54.470895,66.641039,63.359613,54.108563,30.513095,33.54157
1030,64.721225,,68.05591,,58.991256,,64.358554,44.588767,54.49433,66.648464,63.370047,54.138742,30.710853,33.585858
1028,64.763541,,68.081448,,59.060784,,64.391516,44.709625,54.550495,66.679296,63.399048,54.200949,30.903818,33.653997
1026,64.821206,,68.122747,,59.130254,,64.441751,44.878532,54.634693,66.730399,63.438817,54.287558,31.088846,33.743465
1024,64.886538,,68.179797,,59.198046,,64.506106,45.092192,54.742233,66.79864,63.490905,54.397043,31.262794,33.849355
1022,64.961072,,68.247859,,59.264163,,64.58457,45.340682,54.871543,66.880887,63.552193,54.526352,31.420947,33.966793
1020,65.04327,,68.328502,,59.330225,,64.673993,45.617388,55.017936,66.972453,63.618002,54.672436,31.558596,34.090935
1018,65.134665,,68.418565,,59.399467,,64.774367,45.917348,55.175171,67.073331,63.688328,54.830718,31.67575,34.221746
1016,65.233719,,68.518044,,59.471887,,64.880975,46.230629,55.340127,67.17884,63.760056,54.999673,31.769276,34.354424
1014,65.340431,,68.626932,,59.547481,,64.993812,46.56055,55.515914,67.292092,63.837853,55.180825,31.836042,34.488957
1012,65.456334,,68.745224,,59.627862,,65.112874,46.907116,55.702525,67.411524,63.918601,55.374175,31.872918,34.632467
1010,65.579891,,68.87134,,59.709793,,65.238156,47.271991,55.899953,67.538692,64.00541,55.579723,31.876776,34.782536
1008,65.712634,,69.005273,,59.794888,,65.366518,47.658495,56.109749,67.676704,64.099832,55.797467,31.850777,34.9415
1006,65.846889,,69.143871,,59.881528,,65.499526,48.064977,56.327237,67.820881,64.197194,56.024357,31.791794,35.106948
1004,65.982657,,69.288706,,59.969712,,65.637176,48.491445,56.552413,67.972778,64.30216,56.26192,31.701415,35.276485
1002,66.115333,,69.431904,,60.056211,,65.77633,48.934589,56.779051,68.129275,64.406947,56.504052,31.587509,35.447732
1000,66.241851,,69.576615,,60.141028,,65.918554,49.396073,57.008707,68.290369,64.516221,56.752281,31.448518,35.618323
998,66.362212,,69.716544,,60.22255,,66.060712,49.865951,57.23516,68.449835,64.622202,57.002029,31.300155,35.78591
996,66.474885,,69.854842,,60.300783,,66.201237,50.347544,57.459966,68.609228,64.724891,57.253298,31.145564,35.950507
994,66.582938,,69.98679,,60.374119,,66.338564,50.830902,57.680018,68.765439,64.825841,57.506087,30.998874,36.114468
992,66.686372,,70.115538,,60.445783,,66.474262,51.317685,57.89532,68.91847,64.921945,57.760396,30.864787,36.275457
990,66.791322,,70.242658,,60.518997,,66.611462,51.81619,58.11364,69.07143,65.024078,58.02385,30.757416,36.440493
988,66.899321,,70.368153,,60.592151,,66.751729,52.324762,58.333423,69.224322,65.129128,58.294924,30.676748,36.609553
986,67.018034,,70.496735,,60.67168,,66.89819,52.848383,58.559327,69.380251,65.244858,58.579718,30.63061,36.784944
984,67.142859,,70.628403,,60.755968,,67.049278,53.380419,58.789795,69.537663,65.369706,58.873657,30.617415,36.966633
982,67.273794,,70.756874,,60.845011,,67.204989,53.907592,59.017064,69.695004,65.502114,59.16759,30.638716,37.145309
980,67.409306,,70.883719,,60.937196,,67.362192,54.42326,59.242689,69.850721,65.642074,59.456942,30.692924,37.3233
978,67.543263,,71.00423,,61.034126,,67.519322,54.909154,59.455811,70.000157,65.783374,59.732563,30.772189,37.491359
976,67.6726,,71.118412,,61.130978,,67.67169,55.360283,59.656437,70.143316,65.922907,59.988354,30.870228,37.647223
974,67.794254,,71.224699,,61.226147,,67.816172,55.760029,59.836821,70.277099,66.054466,60.215165,30.977632,37.788646
972,67.905161,,71.321526,,61.32124,,67.949649,56.110033,60.000075,70.399961,66.174953,60.409947,31.08813,37.911094
970,68.00226,,71.41047,,61.411443,,68.069004,56.400314,60.143111,70.510356,66.276618,60.568125,31.19389,38.016957
968,68.085555,,71.489965,,61.496763,,68.177369,56.645804,60.267489,70.611396,66.365671,60.695801,31.287085,38.106314
966,68.156581,,71.560018,,61.578808,,68.27319,56.848148,60.37787,70.703086,66.440569,60.797548,31.366157,38.186116
964,68.216873,,71.620634,,61.65758,,68.362721,57.028934,60.480458,70.786982,66.507518,60.882518,31.424851,38.256406
962,68.269496,,71.674955,,61.72988,,68.444405,57.193141,60.576808,70.86464,66.568069,60.955286,31.464744,38.321797
960,68.319047,,71.726116,,61.80212,,68.524489,57.354059,60.671568,70.940711,66.625325,61.023476,31.48428,38.382311
958,68.363995,,71.774121,,61.871099,,68.604534,57.516675,60.767836,71.013647,66.682382,61.090138,31.485035,38.440247
956,68.407404,,71.823669,,61.93842,,68.6861,57.684313,60.865611,71.088097,66.739239,61.159847,31.470146,38.495616
954,68.452337,,71.877891,,62.005684,,68.772306,57.860301,60.96644,71.16406,66.795895,61.234128,31.439622,38.546162
952,68.497262,,71.932089,,62.071293,,68.85847,58.033001,61.065678,71.236891,66.852348,61.30688,31.402854,38.594173
950,68.54371,,71.989391,,62.136846,,68.946151,58.202413,61.163328,71.309687,66.903954,61.37658,31.359843,38.63966
948,68.587088,,72.045103,,62.200746,,69.029115,58.356893,61.25475,71.377805,66.950716,61.440177,31.31841,38.682635
946,68.627398,,72.099223,,62.261398,,69.110481,58.494773,61.336854,71.44125,66.992634,61.493098,31.280117,38.72311
944,68.66617,,72.151755,,62.318804,,69.185577,58.612721,61.409646,71.500023,67.026619,61.541441,31.252773,38.761096
942,68.701874,,72.19957,,62.372969,,69.254406,58.712394,61.474678,71.555675,67.054219,61.583682,31.236374,38.796604
940,68.734512,,72.245799,,62.423896,,69.31853,58.80044,61.5335,71.608206,67.080075,61.627445,31.237162,38.829647
938,68.767144,,72.287316,,62.473183,,69.377952,58.880185,61.586115,71.65762,67.102642,61.672731,31.25669,38.857999
936,68.79977,,72.330377,,62.522426,,69.434232,58.969932,61.638706,71.705464,67.129644,61.728686,31.29807,38.886149
934,68.83392,,72.370291,,62.571626,,69.487372,59.069685,61.691274,71.751739,67.159533,61.795312,31.361292,38.914099
932,68.872654,,72.411748,,62.620782,,69.540484,59.199423,61.748451,71.794901,67.198482,61.877183,31.447905,38.946304
930,68.915969,,72.454748,,62.67308,,69.592015,59.352496,61.808691,71.834952,67.244938,61.974297,31.556335,38.980519
928,68.962336,,72.499288,,62.726924,,69.645074,59.532243,61.871992,71.87807,67.298895,62.080556,31.686572,39.014514
926,69.010224,,72.543807,,62.782313,,69.699661,59.72868,61.938351,71.92271,67.358801,62.194435,31.833924,39.048288
924,69.059634,,72.588305,,62.837654,,69.754221,59.935153,62.003139,71.970414,67.420024,62.308309,31.996821,39.081844
922,69.107505,,72.632782,,62.892946,,69.807199,60.143336,62.066355,72.018094,67.484102,62.419131,32.173696,39.110762
920,69.150782,,72.672556,,62.946601,,69.857043,60.339905,62.123375,72.065751,67.544865,62.519275,32.358305,39.132861
918,69.190993,,72.709191,,62.997031,,69.900649,60.519857,62.175742,72.107213,67.600771,62.607219,32.547526,39.148173
916,69.222024,,72.738009,,63.04265,,69.936467,60.669858,62.220378,72.142486,67.648742,62.676863,32.738238,39.154532
914,69.245407,,72.762133,,63.083464,,69.966055,60.791565,62.257285,72.173114,67.690323,62.729732,32.924207,39.151983
912,69.259614,,72.780008,,63.122653,,69.986313,60.879968,62.288011,72.197561,67.722436,62.764303,33.103878,39.140568
910,69.266177,,72.794755,,63.160218,,70.000351,60.936723,62.312559,72.218911,67.74509,62.782101,33.271021,39.120332
908,69.263568,,72.806376,,63.197749,,70.006622,60.96182,62.335553,72.240248,67.759828,62.78465,33.422528,39.091316
906,69.250263,,72.813315,,63.233658,,70.008232,60.94858,62.349295,72.256952,67.760502,62.767376,33.55685,39.055744
904,69.224735,,72.814016,,63.266362,,70.006736,60.893655,62.353789,72.267485,67.747122,62.728757,33.667767,39.02018
902,69.190044,,72.805368,,63.297451,,70.000586,60.795365,62.345962,72.268771,67.718161,62.668791,33.758406,38.984622
900,69.143136,,72.787378,,63.326924,,69.989785,60.652027,62.322742,72.260816,67.670558,62.584432,33.825664,38.95124
898,69.094708,,72.76472,,63.354785,,69.975885,60.486976,62.288755,72.240549,67.613549,62.486351,33.874221,38.920025
896,69.044759,,72.73273,,63.382617,,69.957339,60.296868,62.24247,72.209516,67.544069,62.376072,33.904089,38.890964
894,69.000928,,72.700749,,63.412004,,69.934151,60.113389,62.193124,72.169262,67.474418,62.268843,33.926166,38.864049
892,68.96474,,72.665667,,63.444524,,69.903225,59.936542,62.136105,72.121332,67.404594,62.166186,33.938901,38.834956
890,68.939247,,72.62904,,63.478594,,69.867663,59.794695,62.079106,72.070344,67.343807,62.084871,33.954742,38.801545
888,68.925974,,72.587759,,63.512632,,69.825922,59.689526,62.02059,72.013225,67.290515,62.026422,33.973685,38.763838
886,68.92339,,72.544937,,63.546636,,69.784195,59.639407,61.968244,71.960738,67.255448,62.00151,34.003504,38.71971
884,68.931494,,72.503684,,63.582188,,69.740936,59.646024,61.922063,71.912881,67.237053,62.013183,34.044192,38.671335
882,68.948756,,72.473325,,63.619284,,69.711616,59.714405,61.900484,71.886552,67.239915,62.062964,34.095744,38.64225
880,68.973648,,72.455409,,63.659503,,69.697775,59.8429,61.903491,71.880199,67.262477,62.150853,34.158153,38.63236
878,69.003114,,72.465464,,63.707573,,69.711773,60.019842,61.946428,71.907633,67.301655,62.269228,34.2252,38.665012
876,69.037156,,72.498814,,63.760332,,69.752045,60.241909,62.026202,71.967296,67.358963,62.413518,34.296883,38.737868
874,69.072726,,72.55855,,63.822505,,69.821666,60.489077,62.144325,72.056097,67.426727,62.566965,34.370092,38.848607
872,69.109834,,72.641551,,63.890929,,69.917526,60.751343,62.294634,72.167877,67.501874,62.721981,34.441722,38.992801
870,69.146988,,72.74004,,63.964022,,70.033426,61.013706,62.467901,72.291881,67.578285,62.864929,34.511774,39.157583
868,69.184249,,72.846249,,64.040205,,70.160086,61.266217,62.654907,72.4235,67.65292,62.991416,34.578695,39.330169
866,69.221732,,72.953971,,64.117898,,70.289778,61.497356,62.841839,72.551994,67.722782,63.097208,34.640937,39.49364
864,69.256559,,73.055461,,64.193954,,70.414786,61.704143,63.0195,72.672773,67.784942,63.182861,34.701604,39.643829
862,69.288951,,73.146103,,64.268373,,70.530498,61.885557,63.181779,72.781264,67.839641,63.250669,34.759145,39.766083
860,69.314561,,73.222872,,64.338012,,70.632332,62.037579,63.325661,72.874461,67.886482,63.298476,34.818217,39.864749
858,69.330515,,73.282802,,64.398159,,70.718838,62.159811,63.449712,72.952484,67.910736,63.327098,34.885021,39.937869
856,69.333832,,73.329199,,64.447254,,70.791726,62.246883,63.552567,73.015536,67.908613,63.337039,34.961105,39.987692
854,69.318344,,73.359228,,64.485308,,70.848161,62.296451,63.634482,73.062399,67.889062,63.323713,35.051113,40.020645
852,69.286926,,73.37627,,64.512333,,70.891555,62.300492,63.697318,73.095011,67.854722,63.285274,35.15659,40.036852
850,69.23935,,73.380554,,64.531481,,70.919177,62.250572,63.74142,73.118399,67.811294,63.217723,35.279076,40.034349
848,69.17997,,73.375285,,64.54433,,70.934404,62.14202,63.765538,73.131383,67.75899,63.120119,35.417013,40.017397
846,69.107086,,73.361965,,64.554023,,70.93584,61.966432,63.772862,73.135661,67.681338,62.987035,35.570393,39.981903
844,69.026686,,73.337309,,64.560565,,70.920352,61.724027,63.754142,73.123505,67.580834,62.825476,35.736111,39.930067
842,68.937178,,73.302606,,64.56239,,70.88772,61.403537,63.707615,73.094628,67.455482,62.630443,35.911061,39.861785
840,68.843109,,73.256044,,64.562639,,70.834537,61.020915,63.628366,73.045563,67.311038,62.410871,36.092143,39.779235
838,68.742938,,73.197409,,64.55818,,70.757389,60.565528,63.51454,72.969773,67.145772,62.165101,36.280901,39.678327
836,68.644289,,73.131201,,64.556848,,70.669869,60.079126,63.371999,72.879168,66.977845,61.912974,36.47114,39.565306
834,68.545635,,73.054239,,64.555508,,70.565624,59.556495,63.202097,72.770452,66.80416,61.649868,36.665954,39.440219
832,68.454603,,72.974222,,64.558855,,70.46303,59.04814,63.021572,72.657267,66.642965,61.398765,36.862246,39.311329
830,68.372721,,72.891131,,64.566884,,70.357406,58.554089,62.827311,72.539541,66.494245,61.162748,37.06311,39.176604
828,68.298463,,72.809605,,64.57959,,70.262592,58.114942,62.642257,72.42796,66.368651,60.961793,37.27009,39.048348
826,68.237933,,72.731187,,64.596968,,70.180117,57.74437,62.467932,72.328631,66.267699,60.802092,37.478542,38.928574
824,68.189606,,72.662068,,64.61745,,70.117675,57.478104,62.328826,72.250733,66.194428,60.700603,37.686921,38.831519
822,68.15501,,72.605339,,64.636347,,70.078342,57.321491,62.226468,72.197324,66.150355,60.65741,37.88595,38.75911
820,68.129568,,72.562547,,64.650537,,70.062116,57.274808,62.171572,72.163811,66.135476,60.669521,38.070996,38.715296
818,68.111755,,72.532139,,64.661587,,70.067451,57.324755,62.15801,72.151723,66.142177,60.726247,38.238977,38.69791
816,68.096993,,72.512566,,64.66638,,70.086645,57.442696,62.179657,72.150348,66.167411,60.810719,38.389901,38.704798
814,68.085282,,72.502279,,64.664922,,70.116616,57.615203,62.228858,72.161215,66.206608,60.916819,38.523777,38.733821
812,68.078149,,72.501275,,64.661897,,70.154281,57.816888,62.297955,72.181262,66.25368,61.03225,38.645248,38.776791
810,68.074067,,72.509551,,64.657308,,70.195022,58.037605,62.376234,72.21049,66.30558,61.15086,38.755865,38.829608
808,68.077617,,72.52556,,64.654271,,70.238837,58.262063,62.460633,72.248898,66.360785,61.264943,38.858721,38.888196
806,68.087273,,72.547752,,64.652786,,70.282647,58.480033,62.545027,72.293424,66.41625,61.376036,38.958453,38.948507
804,68.10456,,72.57922,,64.655964,,70.327991,58.682963,62.624827,72.344069,66.468929,61.477959,39.056605,39.006518
802,68.129481,,72.615321,,64.665358,,70.376408,58.863978,62.700031,72.396242,66.517299,61.569155,39.156265,39.05823
800,68.160508,,72.657601,,64.679404,,70.426359,59.017893,62.766049,72.449943,66.558312,61.651153,39.255888,39.099673
798,68.200697,,72.699875,,64.696543,,70.473226,59.141214,62.824411,72.500583,66.591969,61.720848,39.358562,39.128897
796,68.24852,,72.743687,,64.716777,,70.518549,59.232152,62.876649,72.54816,66.618267,61.776677,39.461198,39.145961
794,68.302453,,72.785946,,64.738558,,70.556171,59.294053,62.922763,72.588085,66.638725,61.817071,39.566881,39.152914
792,68.362495,,72.826652,,64.758809,,70.584556,59.326843,62.965814,72.62189,66.65182,61.845104,39.670985,39.147817
790,68.422541,,72.862715,,64.779147,,70.602165,59.339036,63.002742,72.648044,66.660593,61.86076,39.773509,39.136681
788,68.48259,,72.897226,,64.7997,,70.609002,59.3323,63.033546,72.668077,66.663521,61.868669,39.871372,39.119535
786,68.536536,,72.92864,,64.817583,,70.606605,59.316909,63.056698,72.68199,66.663646,61.87037,39.963035,39.098386
784,68.585905,,72.956958,,64.833123,,70.593439,59.29284,63.072198,72.691313,66.660965,61.868956,40.04696,39.077205
782,68.626115,,72.982181,,64.845187,,70.57412,59.272135,63.081575,72.696047,66.658522,61.865974,40.124692,39.057962
780,68.658693,,73.00431,,64.852671,,70.551726,59.256528,63.087892,72.694661,66.657838,61.862976,40.194695,39.04065
778,68.682111,,73.020255,,64.852855,,70.529334,59.251209,63.091148,72.688687,66.658912,61.863067,40.261591,39.031155
776,68.697895,,73.031562,,64.849052,,70.506945,59.256205,63.092874,72.679653,66.663265,61.864698,40.325384,39.025515
774,68.707573,,73.039778,,64.841243,,70.487634,59.268084,63.0946,72.675208,66.669373,61.872536,40.387613,39.023711
772,68.714196,,73.044903,,64.832285,,70.469863,59.283401,63.094795,72.672293,66.677234,61.881923,40.451359,39.023769
770,68.717766,,73.050027,,64.823334,,70.45517,59.296971,63.098051,72.677027,66.683801,61.895973,40.51662,39.025679
